destroy_severity,memory_condition,mode,target_similarity,scored_similarity,observable_similarity,memory_similarity,arbiter_similarity,nearest_non_target,dominance,closure_gain,recovered,scored_recovered,competitor_won,false_positive,observable_alias_chance,count
0.7,destroyed_memory,null_memory,0.015292221400863375,0.015292221400863375,0.015292221400948334,0.20118114641670323,0.19356096759674088,0.17148443222523976,-0.1561922108243764,-8.495706162412841e-14,0.1513671875,0.1513671875,0.8486328125,0.0,0.25,2048
0.7,memory_swap,null_memory,0.015292221400863375,0.015292221400863375,0.015292221400948334,0.01334070711545916,0.012685798191466674,0.17148443222523976,-0.1561922108243764,-8.495706162412841e-14,0.1513671875,0.1513671875,0.8486328125,0.0,0.25,2048
0.7,shuffled_memory,null_memory,0.015292221400863375,0.015292221400863375,0.015292221400948334,0.13728106611286411,0.12251031851875252,0.17148443222523976,-0.1561922108243764,-8.495706162412841e-14,0.1513671875,0.1513671875,0.8486328125,0.0,0.25,2048
0.7,wrong_coherent_memory,null_memory,0.015292221400863375,0.015292221400863375,0.015292221400948334,0.01334070711545916,0.012685798191466674,0.17148443222523976,-0.1561922108243764,-8.495706162412841e-14,0.1513671875,0.1513671875,0.8486328125,0.0,0.25,2048
1.0,destroyed_memory,memory_bounded_arbiter,0.008314625809438984,0.008314625809438984,0.01603052040259766,0.006194686182395716,0.007876691268511819,0.17051519413159769,-0.1622005683221587,-0.007715894593158675,0.1474609375,0.1474609375,0.8525390625,0.0,0.25,2048
0.7,memory_swap,speed_only_no_memory,0.01694732631345428,0.01694732631345428,0.015292221400948334,0.01334070711545916,0.012685798191466674,0.16986333644500912,-0.15291601013155484,0.0016551049125059474,0.14697265625,0.14697265625,0.85302734375,0.0,0.25,2048
0.7,wrong_coherent_memory,speed_only_no_memory,0.01694732631345428,0.01694732631345428,0.015292221400948334,0.01334070711545916,0.012685798191466674,0.16986333644500912,-0.15291601013155484,0.0016551049125059474,0.14697265625,0.14697265625,0.85302734375,0.0,0.25,2048
1.0,destroyed_memory,overdriven_arbiter,0.008629026541424127,0.008629026541424127,0.01603052040259766,0.006194686182395716,0.007876691268511819,0.17001018193934825,-0.16138115539792414,-0.007401493861173531,0.146484375,0.146484375,0.853515625,0.0,0.25,2048
1.0,adversarial_memory,speed_only_no_memory,0.015274901161136976,0.015274901161136976,0.01603052040259766,-0.1639040269134801,0.005140743195423686,0.1724625046989806,-0.15718760353784364,-0.0007556192414606825,0.14404296875,0.14404296875,0.85595703125,0.0,0.25,2048
1.0,memory_swap,arbiter_only,0.012431095054966493,0.012431095054966493,0.01603052040259766,0.013080923577669747,0.012431095054981913,0.16758397078878404,-0.15515287573381756,-0.003599425347631165,0.1435546875,0.1435546875,0.8564453125,0.0,0.25,2048
