memory_cap,memory_condition,mode,target_similarity,scored_similarity,observable_similarity,memory_similarity,arbiter_similarity,nearest_non_target,dominance,closure_gain,recovered,scored_recovered,competitor_won,false_positive,observable_alias_chance,count
1.0,destroyed_memory,shuffled_label_control,0.19456175023812994,0.1286099438585103,0.01622765670628164,0.11232176268805426,0.11265615558128772,0.025867390168161798,0.16869436006996813,0.1783340935318483,0.3896484375,0.21051025390625,0.6103515625,0.21051025390625,0.25,16384
0.5,adversarial_memory,overdriven_arbiter,0.06058249895412229,0.06058249895412229,0.015095085097264352,-0.12903863696296797,0.08559714205068224,0.19283259172645817,-0.13225009277233588,0.045487413856857936,0.2099609375,0.2099609375,0.7900390625,0.0,0.25,2048
0.5,destroyed_memory,speed_only_no_memory,0.03762248486744398,0.03762248486744398,0.015095085097264352,0.09505406991104468,0.08878150328396497,0.17177296684987944,-0.13415048198243545,0.022527399770179632,0.1904296875,0.1904296875,0.8095703125,0.0,0.25,2048
0.5,adversarial_memory,speed_only_no_memory,0.03661206423982508,0.03661206423982508,0.015095085097264352,-0.12903863696296797,0.08559714205068224,0.17224838764535638,-0.1356363234055313,0.02151697914256073,0.18505859375,0.18505859375,0.81494140625,0.0,0.25,2048
0.5,coherent_memory,shuffled_label_control,0.4564094167673822,0.14033187611419604,0.015095085097264352,0.6596403602874497,0.5966923486447684,0.026140779826381466,0.43026863694100076,0.44131433167011785,0.73028564453125,0.1656494140625,0.26971435546875,0.1656494140625,0.25,16384
1.0,coherent_memory,shuffled_label_control,0.6234591750945566,0.14407202074618142,0.01622765670628164,0.9261731014540024,0.8936368679351614,0.030998155147076784,0.5924610199474798,0.6072315183882749,0.77099609375,0.15960693359375,0.22900390625,0.15960693359375,0.25,16384
0.5,adversarial_memory,observable_only,0.015095085097249817,0.015095085097249817,0.015095085097264352,-0.12903863696296797,0.08559714205068224,0.17085754278999812,-0.1557624576927483,-1.453427268316685e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,coherent_memory,observable_only,0.015095085097249817,0.015095085097249817,0.015095085097264352,0.6596403602874497,0.5966923486447684,0.17085754278999812,-0.1557624576927483,-1.453427268316685e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,destroyed_memory,observable_only,0.015095085097249817,0.015095085097249817,0.015095085097264352,0.09505406991104468,0.08878150328396497,0.17085754278999812,-0.1557624576927483,-1.453427268316685e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,memory_swap,observable_only,0.015095085097249817,0.015095085097249817,0.015095085097264352,0.01690628505995417,0.016333500964227286,0.17085754278999812,-0.1557624576927483,-1.453427268316685e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,shuffled_memory,observable_only,0.015095085097249817,0.015095085097249817,0.015095085097264352,0.11650563104477145,0.1014040245769431,0.17085754278999812,-0.1557624576927483,-1.453427268316685e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,wrong_coherent_memory,observable_only,0.015095085097249817,0.015095085097249817,0.015095085097264352,0.01690628505995417,0.016333500964227286,0.17085754278999812,-0.1557624576927483,-1.453427268316685e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,adversarial_memory,null_memory,0.015095085097180489,0.015095085097180489,0.015095085097264352,-0.12903863696296797,0.08559714205068224,0.17085754278921395,-0.15576245769203345,-8.386379871373635e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,coherent_memory,null_memory,0.015095085097180489,0.015095085097180489,0.015095085097264352,0.6596403602874497,0.5966923486447684,0.17085754278921395,-0.15576245769203345,-8.386379871373635e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,destroyed_memory,null_memory,0.015095085097180489,0.015095085097180489,0.015095085097264352,0.09505406991104468,0.08878150328396497,0.17085754278921395,-0.15576245769203345,-8.386379871373635e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,memory_swap,null_memory,0.015095085097180489,0.015095085097180489,0.015095085097264352,0.01690628505995417,0.016333500964227286,0.17085754278921395,-0.15576245769203345,-8.386379871373635e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
0.5,shuffled_memory,null_memory,0.015095085097180489,0.015095085097180489,0.015095085097264352,0.11650563104477145,0.1014040245769431,0.17085754278921395,-0.15576245769203345,-8.386379871373635e-14,0.15380859375,0.15380859375,0.84619140625,0.0,0.25,2048
